ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,PAYMENT DATE,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,DATE ISSUED,LICENSE STATUS,LATITUDE,LONGITUDE,LOCATION
386551,1,VELVET LOUNGE CHICAGO LLC,Hue Chicago,67 E CERMAK RD 1,CHICAGO,IL,60616,3,17,1,1050,Public Place of Amusement,2326479,RENEW,05/15/2018,05/16/2018,05/15/2020,05/18/2018,AAI,41.852751616,-87.624425882,"(41.85275161632059, -87.62442588215922)"
399498,1,"JERRY'S SANDWICHES LS, LLC",JERRY'S SANDWICHES,4739-4743 N LINCOLN AVE,CHICAGO,IL,60625,47,20,19,1475,Consumption on Premises - Incidental Activity,2411709,RENEW,02/22/2018,02/16/2018,02/15/2020,02/22/2018,AAI,41.967698817,-87.687808185,"(41.96769881732379, -87.68780818484225)"
24023,1,"DONMAR, INC.",The Hurley Tap,1645 W CORTLAND ST 1ST,CHICAGO,IL,60622,32,33,14,1470,Tavern,281,RENEW,11/07/2016,11/16/2016,11/15/2018,11/08/2016,AAI,41.915974566,-87.669621572,"(41.91597456632108, -87.66962157196225)"
12619,1,HUGO'S L.L.C.,HUGO'S FROG BAR,1024 N RUSH ST,CHICAGO,IL,60611,42,24,18,1475,Consumption on Premises - Incidental Activity,1403803,RENEW,02/07/2017,03/16/2017,03/15/2019,02/08/2017,AAI,41.901384635,-87.627963606,"(41.901384634926615, -87.62796360567829)"
373198,1,DARRIN'S LLC,DARRIN'S,1249 E 87TH ST,CHICAGO,IL,60619,8,1,4,1470,Tavern,2158584,RENEW,01/16/2018,01/16/2018,01/15/2020,01/17/2018,AAI,41.736705257,-87.5930218,"(41.73670525705425, -87.59302180019431)"
85721,2,"632 N. DEARBORN OPERATIONS, LLC",TAO CHICAGO,632 N DEARBORN ST 2,CHICAGO,IL,60654,42,39,18,1470,Tavern,17471,RENEW,02/03/2016,02/16/2016,02/15/2018,02/08/2016,AAI,41.893359354,-87.629845147,"(41.89335935419248, -87.62984514678733)"
24043,1,"OLD TOWN ALE HOUSE, INC.",OLD TOWN ALE HOUSE INC,219 W NORTH AVE 1ST,CHICAGO,IL,60610,2,42,18,1471,Late Hour,445,RENEW,01/11/2018,02/16/2018,02/15/2020,01/11/2018,AAI,41.911045442,-87.635560235,"(41.911045442113156, -87.63556023465998)"
408186,1,KIMCHI LLC,DAEBAK KOREAN BBQ,2017 S WELLS ST 1 & 2,CHICAGO,IL,60616,11,,9,1475,Consumption on Premises - Incidental Activity,2516895,ISSUE,05/18/2017,07/21/2017,08/15/2019,07/21/2017,AAI,41.854783776,-87.63273281,"(41.85478377573143, -87.63273280957871)"
350040,2,3258 S. WELLS ST. RESTAURANT LLC,TURTLES,238 W 33RD ST 1ST & 2ND,CHICAGO,IL,60616,11,31,9,1475,Consumption on Premises - Incidental Activity,2328132,RENEW,05/18/2016,06/16/2016,06/15/2018,05/18/2016,AAI,41.834685354,-87.633094541,"(41.83468535402639, -87.63309454134783)"
304267,1,FEPH-KIM LLC,Polish and Pour,1244 N WELLS ST,CHICAGO,IL,60610,2,30,18,1475,Consumption on Premises - Incidental Activity,2064702,RENEW,01/12/2016,02/16/2016,02/15/2018,01/13/2016,AAI,41.905176369,-87.634673172,"(41.90517636869214, -87.63467317156037)"
398740,1,"FH CHI, LLC",HOTEL ONE SIXTY-SIX,166 E SUPERIOR ST 1-29TH,CHICAGO,IL,60611,2,38,18,1475,Consumption on Premises - Incidental Activity,2404871,RENEW,03/28/2018,05/16/2018,08/15/2018,05/01/2018,AAI,41.895865608,-87.623016544,"(41.89586560814865, -87.6230165441443)"
387463,1,"1447 W. TAYLOR, INC.",VINTAGE LOUNGE,1447-1449 W TAYLOR ST,CHICAGO,IL,60607,28,38,12,1477,Outdoor Patio,2334098,RENEW,04/12/2017,04/16/2017,04/15/2019,04/14/2017,AAI,41.869198989,-87.663549738,"(41.869198989000274, -87.66354973833046)"
219566,1,"LOCHI, INC.",PHYLLIS' MUSICAL INN,1800 W DIVISION ST,CHICAGO,IL,60622,1,5,14,1050,Public Place of Amusement,1447603,RENEW,10/29/2018,11/16/2018,11/15/2020,11/05/2018,AAI,41.903375619,-87.672429583,"(41.903375619155796, -87.67242958322352)"
18430,3,"CARNITAS DON RAFA, INC.","CARNITAS DON RAFA, INC.",4597 S ARCHER AVE 1,CHICAGO,IL,60632,12,10,8,1475,Consumption on Premises - Incidental Activity,2555460,ISSUE,11/03/2017,12/19/2017,12/15/2019,12/19/2017,AAI,41.809805615,-87.71099093,"(41.80980561459591, -87.71099092992074)"
230,1,NORTH STAR INN CORP.,HOPSMITH TAVERN,15 W DIVISION ST 1 AND 2,CHICAGO,IL,60610,2,36,18,1470,Tavern,1678205,RENEW,05/09/2018,05/16/2018,07/15/2020,05/10/2018,AAI,41.903820879,-87.62932853,"(41.90382087918895, -87.62932852980815)"
43021,1,GRAYLAND PUB' INC,THE BOOZEHOUND AT GRAYLAND STATION,3734 N MILWAUKEE AVE 1ST,CHICAGO,IL,60641,30,9,17,1470,Tavern,64993,RENEW,07/13/2017,08/16/2017,08/15/2019,07/14/2017,AAI,41.948590675,-87.739660839,"(41.94859067460761, -87.73966083900571)"
15642,2,SUBTERRANEAN LIMITED PART.,SUBTERRANEAN CAFE & CABARET,2011 W NORTH AVE 2ND,CHICAGO,IL,60647,1,8,14,1475,Consumption on Premises - Incidental Activity,38552,RENEW,10/26/2017,11/16/2017,11/15/2019,10/27/2017,AAI,41.910364022,-87.678062723,"(41.910364021765275, -87.67806272285702)"
368947,1,WALDORF=ASTORIA MANAGEMENT LLC,WALDORF ASTORIA CHICAGO,11 E WALTON ST,CHICAGO,IL,60611,42,61,18,1475,Consumption on Premises - Incidental Activity,2134592,RENEW,02/09/2016,02/16/2016,02/15/2018,02/09/2016,AAI,41.899834921,-87.627799172,"(41.89983492074242, -87.6277991723728)"
398212,2,THAI FAMILY CORP.,NICK'S BILLIARD,"4445 N PULASKI RD 1 B, C & D",CHICAGO,IL,60630,33,31,17,1050,Public Place of Amusement,2511681,C_EXPA,03/14/2018,06/20/2018,09/15/2019,06/20/2018,AAI,41.962234812,-87.727713718,"(41.96223481162694, -87.72771371816451)"
15714,1,"GOLD & SILVER LIQUORS, INC.",TACOS GARCIA,3327-3329 W ARMITAGE AVE 1ST #,CHICAGO,IL,60647,26,14,14,1475,Consumption on Premises - Incidental Activity,38845,RENEW,10/29/2017,11/16/2017,11/15/2019,10/30/2017,AAI,41.917238213,-87.711414243,"(41.917238212892286, -87.71141424342281)"
387485,1,ZRD LLC,BUTCHER'S TAP,3553 N SOUTHPORT AVE 1 & 2,CHICAGO,IL,60657,44,11,19,1050,Public Place of Amusement,2308300,RENEW,08/06/2018,08/16/2018,10/15/2020,08/07/2018,AAI,41.946831641,-87.663861998,"(41.946831640926156, -87.66386199813489)"
1896,1,"HOST INTERNATIONAL, INC.",CHICAGO BLACKHAWKS STANLEY'S T2 BAR,11601 W TOUHY AVE,CHICAGO,IL,60666,41,27,16,1475,Consumption on Premises - Incidental Activity,34140,RENEW,09/14/2016,10/16/2016,10/15/2018,09/15/2016,AAI,42.008750766,-87.906874134,"(42.00875076599798, -87.90687413400109)"
63697,1,"MUNCHIE'S PUB, INC.",HIPPO'S,3011 W 111TH ST 1,CHICAGO,IL,60655,19,52,22,1470,Tavern,29338,RENEW,05/03/2017,05/16/2017,05/15/2019,05/04/2017,AAI,41.691507475,-87.696621979,"(41.691507475209015, -87.69662197864443)"
24019,1,DIGBY INC.,THE CLOSET,3325 N BROADWAY  1ST,CHICAGO,IL,60657,44,15,19,1471,Late Hour,266,RENEW,02/09/2017,02/16/2017,02/15/2019,02/09/2017,AAI,41.94264743,-87.644332539,"(41.94264743041398, -87.64433253937592)"
317999,1,LIBERTY LOUNGE INC.,LIBERTY LOUNGE,3341 N WESTERN AVE 1,CHICAGO,IL,60618,32,25,19,1470,Tavern,1822098,RENEW,12/07/2018,12/16/2018,07/15/2021,12/10/2018,AAI,41.942518871,-87.687882546,"(41.94251887139443, -87.68788254619245)"
18039,1,"SAVBET, INC.",laganini,4768 N LINCOLN AVE 1,CHICAGO,IL,60625,47,42,19,1475,Consumption on Premises - Incidental Activity,1169341,RENEW,08/11/2017,09/16/2017,09/15/2019,08/11/2017,AAI,41.968308772,-87.688536004,"(41.968308771943036, -87.68853600406185)"
360006,7,"ROUNDY'S ILLINOIS, LLC",MARIANO'S #8527 UKRANIAN VILLAGE,2021 W CHICAGO AVE 1ST,CHICAGO,IL,60622,36,11,12,1475,Consumption on Premises - Incidental Activity,2307750,RENEW,07/31/2017,09/16/2017,09/15/2019,08/08/2017,AAI,41.89578523,-87.677930893,"(41.89578522959797, -87.67793089259229)"
430967,1,MADEROS RESTAURANT INC.,MADEROS LATIN GRILL & BAR,1800-1802 W IRVING PARK RD 1ST,CHICAGO,IL,60613,47,25,19,1475,Consumption on Premises - Incidental Activity,2622730,ISSUE,10/16/2018,12/17/2018,07/15/2021,12/17/2018,AAI,41.954323838,-87.674320837,"(41.95432383794356, -87.67432083688223)"
375962,1,CHSP TRS LAKESHORE LLC,W CHICAGO-LAKESHORE,644 N LAKE SHORE DR 1-32,CHICAGO,IL,60611,2,63,18,1475,Consumption on Premises - Incidental Activity,2189464,RENEW,01/23/2017,02/16/2017,02/15/2019,01/27/2017,AAI,41.893871348,-87.615274777,"(41.89387134779289, -87.61527477728374)"
404456,1,CLARK ILLINOIS LLC,EMA,74 W ILLINOIS ST 1ST,CHICAGO,IL,60654,42,22,18,1475,Consumption on Premises - Incidental Activity,2452176,RENEW,06/29/2018,07/16/2018,07/15/2020,06/29/2018,AAI,41.890935404,-87.630944801,"(41.89093540406077, -87.63094480116382)"
343633,1,"GARELO, LLC",BEGGAR'S PIZZA,310 S CLINTON ST 1ST,CHICAGO,IL,60661,34,12,1,1475,Consumption on Premises - Incidental Activity,1974167,RENEW,04/11/2017,05/16/2017,05/15/2019,04/12/2017,AAI,41.877658739,-87.641200178,"(41.87765873888189, -87.64120017764102)"
425042,1,RN PIZZA VENTURES LLC,PARLOR PIZZA BAR,405 N DEARBORN ST 1 AND MEZZ,CHICAGO,IL,60654,42,25,18,1475,Consumption on Premises - Incidental Activity,2579165,ISSUE,06/05/2018,11/20/2018,12/15/2020,11/20/2018,AAI,41.889419805,-87.62944581,"(41.889419804559985, -87.62944581049157)"
373494,1,PULASKI PIZZA LLC,GIORDANO'S RESTAURANT,5159 S PULASKI RD 1,CHICAGO,IL,60632,23,29,8,1475,Consumption on Premises - Incidental Activity,2163239,RENEW,08/10/2018,09/16/2018,09/15/2020,08/13/2018,AAI,41.798806895,-87.723174753,"(41.79880689486848, -87.72317475298641)"
371182,1,"JB AT RIVER NORTH, LLC",Tree House Chicago / Tunnel,149-151 W KINZIE ST,CHICAGO,IL,60654,42,46,18,1050,Public Place of Amusement,2147540,RENEW,11/02/2018,11/16/2018,07/15/2021,11/08/2018,AAI,41.889072838,-87.632950467,"(41.88907283800213, -87.6329504665191)"
33510,1,"AL'S GLOBE BOWL, INC.",THE INN,409 E 71ST ST 1ST,CHICAGO,IL,60619,6,7,3,1470,Tavern,37789,RENEW,10/12/2016,10/16/2016,10/15/2018,10/13/2016,AAI,41.76560907,-87.61486639,"(41.76560906974058, -87.61486638953458)"
86723,1,THE MUSEUM OF CONTEMPORARY ART,THE MUSEUM OF CONTEMPORARY ART,220 E CHICAGO AVE 1ST,CHICAGO,IL,60611,2,10,18,1477,Outdoor Patio,22868,RENEW,03/27/2017,03/16/2017,03/15/2019,03/01/2017,AAI,41.896876962,-87.621934031,"(41.89687696199614, -87.62193403116551)"
381381,1,"FIFTH DINING, LLC",SOPHIE'S AT SAKS FIFTH AVENUE,700 N MICHIGAN AVE 7TH,CHICAGO,IL,60611,2,48,18,1481,Caterer's Liquor License,2279054,RENEW,01/11/2016,02/16/2016,02/15/2018,01/12/2016,AAI,41.894979511,-87.62439997,"(41.89497951109999, -87.62439997045513)"
388351,1,"ORIGINAL PIZZA, LLC SERIES ELSTON",LEONA'S PIZZERIA,3877 N ELSTON AVE,CHICAGO,IL,60618,35,26,17,1475,Consumption on Premises - Incidental Activity,2313673,RENEW,10/12/2016,10/16/2016,10/15/2018,07/27/2017,AAI,41.951897554,-87.716314005,"(41.951897553868875, -87.71631400456782)"
395856,1,MALNACHI LLC,BOMBO BAR WELLS ST,1529 N WELLS ST 1ST,CHICAGO,IL,60610,2,54,18,1475,Consumption on Premises - Incidental Activity,2374831,RENEW,07/18/2017,08/16/2017,08/15/2019,07/19/2017,AAI,41.910025601,-87.634528071,"(41.910025600781964, -87.63452807078373)"
404985,1,ARMADA CAPITAL CO.,THE ARROGANT FROG BAR,1365 W FULLERTON AVE,CHICAGO,IL,60614,2,47,18,1470,Tavern,2457936,RENEW,09/19/2018,09/16/2018,07/15/2021,10/12/2018,AAI,41.925111217,-87.66310625,"(41.92511121739166, -87.66310624971645)"
258836,6,WHITE LODGING SERVICES CORPORATION,FAIRFIELD INN AND SUITES CHICAGO DOWNTOWN RIVER NORTH,60 W ILLINOIS ST 1-17,CHICAGO,IL,60654,42,22,18,1475,Consumption on Premises - Incidental Activity,2189102,RENEW,02/20/2017,03/16/2017,03/15/2019,04/05/2017,AAI,41.890940946,-87.630324339,"(41.89094094642818, -87.63032433916605)"
282651,2,"PREMIER ENTERTAINMENT GROUP OF ILLINOIS, INC.",CITIZEN,364 W ERIE ST 1,CHICAGO,IL,60610,42,68,18,1050,Public Place of Amusement,1846991,RENEW,02/01/2016,02/16/2016,02/15/2018,02/17/2016,AAI,41.894047668,-87.638202043,"(41.89404766848803, -87.63820204272278)"
2678,1,"LAWN BOWLING, INC.",LAWN BOWLING,6750 S PULASKI RD 1ST,CHICAGO,IL,60629,23,44,8,1050,Public Place of Amusement,36098,RENEW,09/14/2017,10/16/2017,10/15/2019,09/25/2017,AAI,41.769829543,-87.722680985,"(41.76982954323323, -87.72268098507774)"
277997,1,"DOWNTOWN ENTERTAINMENT, LLC",HQ BEERCADE II,"213 W INSTITUTE PL LL, 1",CHICAGO,IL,60610,27,28,18,1470,Tavern,1495001,RENEW,02/15/2018,02/16/2018,02/15/2020,02/16/2018,AAI,41.897303739,-87.634804168,"(41.8973037387733, -87.63480416772768)"
340381,1,WILLIAM BERMINGHAM,THE CHARNEL HOUSE,3421 W FULLERTON AVE 1ST,CHICAGO,IL,60647,35,60,14,1475,Consumption on Premises - Incidental Activity,2309137,RENEW,11/08/2017,11/16/2017,11/15/2019,11/09/2017,AAI,41.924544228,-87.712949629,"(41.92454422776579, -87.71294962947451)"
292775,1,"MEXCALTITAN, INC.",LAS ISLAS BAR & GRILL,6560 W FULLERTON AVE,CHICAGO,IL,60707,36,3,25,1050,Public Place of Amusement,1843381,RENEW,02/11/2016,02/16/2016,02/15/2018,06/01/2016,AAI,41.923750201,-87.78988086,"(41.92375020104243, -87.78988085962634)"
86734,2,"GARCIA'S, INCORPORATED",GARCIA'S INC,4756-4760 N LINCOLN AVE,CHICAGO,IL,60625,47,42,19,1475,Consumption on Premises - Incidental Activity,2089329,RENEW,07/28/2017,09/16/2017,09/15/2019,07/31/2017,AAI,41.968005982,-87.688337301,"(41.9680059823652, -87.68833730074832)"
394779,1,"C FISH HOUSE, LLC","OCEAN CUT CHICAGO, L.L.C.",20 W KINZIE ST 1,CHICAGO,IL,60654,42,55,18,1477,Outdoor Patio,2364470,RENEW,02/23/2017,04/16/2017,03/15/2019,02/24/2017,AAI,41.889352033,-87.62884885,"(41.889352033013864, -87.62884885027287)"
363131,1,NELLCOTE LLC,NELLCOTE & RM CHAMPAGNE SALON,833-839 W RANDOLPH ST,CHICAGO,IL,60607,27,45,12,1050,Public Place of Amusement,2447262,RENEW,05/31/2018,05/16/2018,02/15/2020,06/04/2018,AAI,41.884277216,-87.64865853,"(41.88427721586092, -87.6486585295976)"
403732,1,PARK AND FIELD LLC,PARK AND FIELD,3509 W FULLERTON AVE 1ST,CHICAGO,IL,60647,35,7,14,1477,Outdoor Patio,2446409,ISSUE,08/09/2016,12/27/2016,01/15/2019,12/27/2016,AAI,41.924529478,-87.714142122,"(41.92452947796793, -87.71414212248216)"
427156,1,MR BEEF & PIZZA LLC,MR BEEF ON HARLEM,3917 N HARLEM AVE 1,CHICAGO,IL,60634,38,3,16,1475,Consumption on Premises - Incidental Activity,2595328,ISSUE,07/24/2018,09/28/2018,02/15/2021,09/28/2018,AAI,41.951274669,-87.807066382,"(41.951274669402395, -87.80706638213873)"
85690,1,THE STANDARD CLUB,THE STANDARD CLUB,320 S PLYMOUTH CT,CHICAGO,IL,60604,4,49,1,1470,Tavern,27948,RENEW,04/15/2016,04/16/2016,04/15/2018,06/15/2016,AAI,41.87758853,-87.62888073,"(41.87758852971419, -87.62888073044147)"
16787,2,"CHICAGO CONCESSIONS, INC.",CHICAGO CONCESSIONS @ CIBC THEATRE,18 W MONROE ST  BALCO,CHICAGO,IL,60603,34,9,1,1475,Consumption on Premises - Incidental Activity,47227,RENEW,04/05/2016,04/16/2016,04/15/2018,04/06/2016,AAI,41.880848143,-87.62843558,"(41.880848142504874, -87.62843558025095)"
159,1,"ANDY'S 11 EAST LOUNGE, LTD.",ANDYS 11 EAST LOUNGE,11 E HUBBARD ST 1ST,CHICAGO,IL,60611,42,55,18,1470,Tavern,847,RENEW,02/06/2017,03/16/2017,03/15/2019,02/07/2017,AAI,41.889963868,-87.627506922,"(41.889963868268154, -87.62750692235896)"
86553,10,"SIDE BY SIDE, INC.",SIDETRACK,3345-3355 N HALSTED ST 1ST & 2ND,CHICAGO,IL,60657,44,33,19,1477,Outdoor Patio,2354689,RENEW,01/13/2017,02/16/2017,02/15/2019,01/17/2017,AAI,41.943132595,-87.649217665,"(41.94313259451181, -87.64921766458053)"
391703,1,STK CHICAGO LLC,STK CHICAGO,9 W KINZIE ST 1ST,CHICAGO,IL,60654,42,27,18,1475,Consumption on Premises - Incidental Activity,2341539,RENEW,09/29/2017,10/16/2017,10/15/2019,10/13/2017,AAI,41.889137271,-87.62843006,"(41.88913727056584, -87.62843005984261)"
2681,2,"MORY'S, LTD.",PIPPIN'S TAVERN,806 N RUSH ST 1,CHICAGO,IL,60611,42,19,18,1470,Tavern,32279,RENEW,02/13/2017,03/16/2017,03/15/2019,02/14/2017,AAI,41.896926926,-87.625857956,"(41.896926926058576, -87.62585795579281)"
379567,1,DOC B'S RESTAURANT 001 LLC,DOC B'S FRESH KITCHEN,100 E WALTON ST  108,CHICAGO,IL,60611,42,42,18,1475,Consumption on Premises - Incidental Activity,2246701,RENEW,08/02/2017,09/16/2017,09/15/2019,08/07/2017,AAI,41.900096625,-87.625359341,"(41.90009662517738, -87.62535934070077)"
386661,1,SOHO HOUSE CHICAGO LLC,SOHO HOUSE CHICAGO,113-125 N GREEN ST BSMT - 6TH,CHICAGO,IL,60607,27,1,12,1050,Public Place of Amusement,2298791,RENEW,09/15/2016,08/16/2016,06/15/2018,09/29/2016,AAI,41.883557098,-87.648432396,"(41.883557097965046, -87.64843239611488)"
317238,1,"1134 WEST ARMITAGE, CORP.",SHOE'S PUB,1134 W ARMITAGE AVE 1,CHICAGO,IL,60614,43,10,18,1470,Tavern,1820308,RENEW,04/11/2017,04/16/2017,04/15/2019,04/12/2017,AAI,41.918164809,-87.656862832,"(41.91816480873289, -87.65686283213844)"
7460,1,MARCO'S PARADISE INC.,REDMOND'S,3356-3358 N SHEFFIELD AVE,CHICAGO,IL,60657,44,39,19,1470,Tavern,18173,RENEW,02/10/2017,02/16/2017,02/15/2019,02/23/2017,AAI,41.943420068,-87.654360041,"(41.943420067930674, -87.65436004059913)"
67,1,"1208 LIQUORS, INC.",RABBIT HOLE,1208 N WELLS ST 1,CHICAGO,IL,60610,2,30,18,1470,Tavern,370,RENEW,01/27/2016,02/16/2016,02/15/2018,01/28/2016,AAI,41.904150703,-87.63463644,"(41.90415070255982, -87.63463643971943)"
11449,2,"CAFE CAPPUCINO, INCORPORATED",FORNO ROSSO,3717-3719 N HARLEM AVE 1,CHICAGO,IL,60634,38,38,16,1475,Consumption on Premises - Incidental Activity,2522464,RENEW,10/12/2017,10/16/2017,10/15/2019,10/13/2017,AAI,41.947625069,-87.806940588,"(41.94762506907354, -87.80694058810127)"
366535,1,"CITY WINERY CHICAGO, LLC",CITY WINERY CHICAGO,1200-1212 W RANDOLPH ST 1ST & MEZZ,CHICAGO,IL,60607,27,33,12,1475,Consumption on Premises - Incidental Activity,2120187,RENEW,07/21/2016,08/16/2016,08/15/2018,08/15/2016,AAI,41.884351914,-87.656787588,"(41.884351914473434, -87.656787588102)"
18015,1,"KEV, LIMITED",HALINA'S PUB,7023 W ARCHER AVE 1ST,CHICAGO,IL,60638,13,1,8,1470,Tavern,54620,RENEW,01/21/2018,01/16/2018,01/15/2020,01/22/2018,AAI,41.791926718,-87.797481044,"(41.791926717837214, -87.79748104362288)"
86959,2,A TAVOLA SERVICES CORP,A TAVOLA,2148 W CHICAGO AVE 1ST,CHICAGO,IL,60622,36,17,12,1475,Consumption on Premises - Incidental Activity,45045,RENEW,11/15/2016,11/16/2016,11/15/2018,03/30/2017,AAI,41.89594582,-87.681450044,"(41.89594582031756, -87.68145004376318)"
284344,2,"COZY CORNER DINER AND PANCAKE HOUSE, INC",COZY CORNER DINER AND PANCAKE HOUSE,2286-2294 N MILWAUKEE AVE 1ST,CHICAGO,IL,60647,1,13,14,1475,Consumption on Premises - Incidental Activity,2443009,RENEW,05/10/2018,06/16/2018,11/15/2019,05/11/2018,AAI,41.922453372,-87.696863145,"(41.92245337159381, -87.6968631449215)"
414151,1,SHAKE SHACK ILLINOIS LLC,SHAKE SHACK,185 N MORGAN ST 1,CHICAGO,IL,60607,27,45,12,1475,Consumption on Premises - Incidental Activity,2516695,ISSUE,03/23/2017,05/22/2017,06/15/2019,05/22/2017,AAI,41.885529268,-87.651991926,"(41.885529267610764, -87.65199192620645)"
16296,2,GUSTO MEXICANO INC,EL CID TACOS #2,2645 N KEDZIE AVE 1 & 2,CHICAGO,IL,60647,35,7,14,1477,Outdoor Patio,1953522,RENEW,01/29/2018,11/16/2017,11/15/2019,01/30/2018,AAI,41.929762865,-87.707223234,"(41.92976286483289, -87.70722323405842)"
393721,1,"COSTA DEL SOL, INC.",CAFE MARBELLA,5527-5531 N MILWAUKEE AVE,CHICAGO,IL,60630,45,34,16,1475,Consumption on Premises - Incidental Activity,2412212,RENEW,06/08/2018,06/16/2018,04/15/2019,06/11/2018,AAI,41.982350141,-87.773659845,"(41.982350141069084, -87.77365984476519)"
355007,1,"BARCELONA TAPAS Y VINO, LLC",LA TABERNA ON HALSTED,1301 S HALSTED ST 1,CHICAGO,IL,60607,28,3,12,1477,Outdoor Patio,2079832,RENEW,05/14/2018,05/16/2018,07/15/2021,05/14/2018,AAI,41.865360703,-87.646717411,"(41.86536070267636, -87.64671741056063)"
390575,1,"DINEAMIC STEAK, LLC",PRIME & PROVISIONS,222 N LA SALLE ST 1&2,CHICAGO,IL,60601,42,9,1,1050,Public Place of Amusement,2334685,RENEW,04/13/2017,04/16/2017,04/15/2019,11/13/2017,AAI,41.886351604,-87.632613946,"(41.886351604488574, -87.63261394551859)"
4063,2,"DEE'S RESTAURANT, INC.",SAI CAFE,1114-1118 W ARMITAGE AVE,CHICAGO,IL,60614,43,10,18,1475,Consumption on Premises - Incidental Activity,8398,RENEW,04/11/2017,04/16/2017,04/15/2019,04/14/2017,AAI,41.918178092,-87.655951018,"(41.91817809245007, -87.65595101769136)"
403241,1,"FUENTES FAMILY, INC.",MI TIERRA SOUTH RESTAURANT,2528 S KEDZIE AVE,CHICAGO,IL,60623,25,15,10,1050,Public Place of Amusement,2442796,ISSUE,03/02/2016,04/22/2016,05/15/2018,04/22/2016,AAI,41.845451414,-87.705214285,"(41.845451414064215, -87.70521428516844)"
385066,1,"KS HARBORSIDE, LLC",HARBORSIDE INTERNATIONAL GOLF CENTER & PIER 37 BAR & GRILLE,11001 S DOTY AVE,CHICAGO,IL,60628,10,40,4,1475,Consumption on Premises - Incidental Activity,2313777,RENEW,03/02/2018,04/16/2018,04/15/2020,03/19/2018,AAI,41.694754527,-87.596186004,"(41.69475452654066, -87.5961860043188)"
329033,1,"LA VITAMINA, INC.",MARISCOS LAS ISLITAS,2446 S WESTERN AVE 1,CHICAGO,IL,60608,25,5,10,1475,Consumption on Premises - Incidental Activity,1959265,RENEW,12/14/2017,12/16/2017,12/15/2019,12/14/2017,AAI,41.847004459,-87.685647323,"(41.84700445937776, -87.68564732285108)"
272516,1,"TAI'S LOUNGE, INC.",TAI'S,3611 N ASHLAND AVE,CHICAGO,IL,60613,47,16,19,1471,Late Hour,1488545,RENEW,06/14/2016,06/16/2016,06/15/2018,06/15/2016,AAI,41.947366261,-87.668719976,"(41.94736626113999, -87.6687199756798)"
262299,3,REAL SIMPLE INC.,BOURBON ON DIVISION,2050 W DIVISION ST 1ST & 2ND,CHICAGO,IL,60622,1,5,14,1050,Public Place of Amusement,2369041,C_EXPA,08/04/2015,07/18/2017,11/15/2018,07/18/2017,AAI,41.903263621,-87.67927827,"(41.9032636208865, -87.67927826952335)"
423877,1,BOBBY'S LINCOLN PARK LLC,BOBBY'S LINCOLN PARK,2518 N LINCOLN AVE 1,CHICAGO,IL,60614,43,2,19,1475,Consumption on Premises - Incidental Activity,2574456,ISSUE,04/02/2018,11/15/2018,07/15/2021,11/15/2018,AAI,41.927462368,-87.651793209,"(41.927462367666614, -87.65179320878462)"
394822,1,LO REZ BREWING LLC,LO REZ BREWING,2101 S CARPENTER ST 1,CHICAGO,IL,60608,25,23,12,1477,Outdoor Patio,2451665,ISSUE,03/23/2016,05/22/2017,06/15/2019,05/22/2017,AAI,41.853789949,-87.652943495,"(41.85378994898691, -87.65294349496725)"
325016,1,"KJM ENTERTAINMENT, INC.",DERNO'S,506 W DIVERSEY PKWY LL-1,CHICAGO,IL,60614,44,41,19,1470,Tavern,1898268,RENEW,04/15/2017,04/16/2017,04/15/2019,04/17/2017,AAI,41.932972212,-87.641715165,"(41.93297221225597, -87.64171516501513)"
3096,2,BOWLER-MCGANN CORP.,THE NEW BEVERLY WOODS,11532 S WESTERN AVE 1ST,CHICAGO,IL,60643,19,47,22,1475,Consumption on Premises - Incidental Activity,7055,RENEW,07/12/2017,07/16/2017,07/15/2019,09/22/2017,AAI,41.683532138,-87.681045275,"(41.683532137968754, -87.68104527469114)"
367884,1,"UNTITLED 111, LLC",UNTITLED 111,111-113 W KINZIE ST LL,CHICAGO,IL,60654,42,46,18,1050,Public Place of Amusement,2129135,RENEW,06/13/2018,06/16/2018,06/15/2020,09/05/2018,AAI,41.889095178,-87.631569424,"(41.88909517779018, -87.63156942408196)"
33825,1,ROBERTA NOWAKOWSKI INC,SPORTSMANS CLUB,948 N WESTERN AVE 1ST,CHICAGO,IL,60622,36,1,12,1470,Tavern,38964,RENEW,10/04/2018,11/16/2018,11/15/2020,10/05/2018,AAI,41.899017357,-87.687073079,"(41.89901735734197, -87.68707307892538)"
89263,2,"THE NEW LOOK SALON AND RESTAURANT, INC.",THE NEW LOOK,2544 E 83RD ST 1,CHICAGO,IL,60617,7,27,4,1475,Consumption on Premises - Incidental Activity,1843467,RENEW,12/10/2018,07/16/2018,07/15/2020,12/11/2018,AAI,41.744626104,-87.561913784,"(41.744626103697605, -87.56191378396936)"
